NAME	SCORE	TMHMM	TMBB	PROSITE	CDD
NP_010491.4 metal cation transporter MSC2	80%	10:Yes	No		CzcD:2.30257e-53:['transport']:[]
NP_010492.3 Ebs1p	0%	0:No	No		EST1_DNA_bind:1.78702e-43:[]:[]; EST1:1.30232e-34:[]:[]
NP_010493.1 DNA-binding transcriptional regulator UME6	0%	0:No	No	PS50048:10.557:[]:[]	GAL4:3.90943e-14:[]:[]
NP_010494.1 1-phosphatidylinositol-4-phosphate 5-kinase	0%	0:No	No	PS51455:71.04:[]:[]	MSS4:0.0:[]:[]
NP_010496.3 uncharacterized protein YDR210W	0%	0:No	No		
NP_010497.3 translation initiation factor eIF2B catalytic subunit epsilon	0%	0:No	No	PS51363:30.991:[]:[]	eIF-2B_epsilon_N:4.13929e-104:[]:[]; W2_eIF2B_epsilon:1.18038e-50:[]:[]; LbH_eIF2B_epsilon:3.19547e-37:[]:[]; glgC superfamily:8.46777e-06:[]:[]
NP_010498.1 chaperonin-containing T-complex alpha subunit TCP1	20%	0:No	Yes		TCP1_alpha:0.0:[]:[]
NP_010499.1 Upc2p	0%	0:No	No	PS50048:11.635:[]:[]	GAL4:6.49331e-14:[]:[]; fungal_TF_MHR superfamily:7.43404e-11:[]:[]
NP_010500.3 Aha1p	0%	0:No	No		COG5580:7.85934e-138:[]:[]
NP_010502.3 DNA-binding transcription factor ADR1	0%	0:No	No	PS50157:15.895:[]:[]; PS50157:11.718:[]:[]	zf-H2C2_2:3.05246e-05:[]:[]; zf-C2H2:0.000225791:[]:[]
NP_010503.1 chromatin-binding protein RAD9	0%	0:No	No	PS50172:10.558:[]:[]	Rad9_Rad53_bind:2.678e-62:[]:[]; BRCT_p53bp1_rpt1:1.55873e-23:[]:[]
NP_010504.1 septin SPR28	0%	0:No	No	PS51719:54.762:[]:[]	CDC3:7.00888e-136:[]:[]
NP_010505.3 Mfb1p	0%	0:No	No	PS50181:13.419:[]:['enzyme']	F-box-like:3.38464e-06:[]:[]
NP_010507.3 Gtb1p	31%	0:No	No	PS51914:14.388:[]:[]	PRKCSH-like superfamily:2.56512e-28:[]:['enzyme']; PRKCSH superfamily:1.38294e-13:[]:['enzyme', 'sensor']; PRK05771 superfamily:0.00911183:[]:[]
NP_010508.1 uncharacterized protein YDR222W	0%	0:No	No		Svf1_C:3.05828e-58:[]:[]; Svf1:2.14765e-39:[]:[]
NP_010509.1 Crf1p	0%	0:No	No		CRF1 superfamily:2.45227e-20:[]:[]
NP_010510.3 histone H2B	20%	0:No	Yes		H2B:2.72672e-50:[]:[]
NP_010511.3 histone H2A	20%	0:No	Yes		PTZ00017:1.32565e-68:[]:[]
NP_010512.1 adenylate kinase ADK1	0%	0:No	No		adk:1.38479e-115:[]:[]
NP_010513.1 chromatin-silencing protein SIR4	0%	0:No	No		Sir4p-SID_like:1.95093e-36:[]:[]; PTZ00449 superfamily:0.00130413:[]:[]
NP_010514.3 Pcf11p	0%	0:No	No	PS51391:36.225:[]:[]	CID_Pcf11:5.28626e-56:[]:[]; CFIA_Pcf11:4.95075e-29:[]:[]; zf_UBZ superfamily:0.00478547:[]:[]
NP_010515.3 Ivy1p	0%	0:No	No		BMFP superfamily:0.00341313:[]:[]
NP_010517.1 Cox20p	0%	0:No	No		DUF3767:7.2515e-51:[]:[]
NP_010518.1 5-aminolevulinate synthase	31%	0:No	No		5aminolev_synth:0.0:[]:['enzyme']
NP_010519.3 Rtn1p	15%	2:Yes	No	PS50845:19.653:['transport']:[]	Reticulon:6.73162e-36:[]:[]
NP_010520.3 homoaconitate hydratase LYS4	31%	0:No	No		h_aconitase superfamily:0.0:[]:['enzyme']
NP_010521.1 mRNA splicing protein PRP42	0%	0:No	No		RNA14 superfamily:0.000215337:[]:[]
NP_010522.1 riboflavin kinase	55%	0:No	No		RibF:6.41745e-41:['transport']:[]
NP_010523.3 mitochondrial 54S ribosomal protein YmL7/YmL5	0%	0:No	No		Ribosomal_L5_C:4.37532e-39:[]:[]; Ribosomal_L5:4.46818e-15:[]:[]
NP_010524.3 coatomer subunit beta	55%	0:No	No		COG5096:0.0:['transport']:[]
NP_010525.1 uncharacterized protein YDR239C	0%	0:No	No		
NP_010526.1 Snu56p	0%	0:No	No		Snu56_snRNP:0.0:[]:[]
NP_010528.3 putative amidase	0%	0:No	No		Amidase:1.82458e-113:[]:[]
NP_010529.3 mRNA splicing protein PRP28	7%	0:No	No	PS51195:7.067:['transport']:['enzyme']; PS51192:27.994:[]:['enzyme']; PS51194:22.519:[]:['enzyme']	SrmB:1.65992e-125:[]:[]
NP_010530.1 Pex5p	7%	0:No	No	PS50293:27.383:['transport', 'channel']:['transferase']; PS50005:5.34:['transport', 'channel']:['transferase']; PS50005:8.673:['transport', 'channel']:['transferase']; PS50005:11.564:['transport', 'channel']:['transferase']; PS50005:10.886:['transport', 'channel']:['transferase']	PEP_TPR_lipo superfamily:5.48695e-11:[]:[]; PTZ00341 superfamily:0.00118393:[]:[]
NP_010531.1 alpha-1,6-mannosyltransferase	31%	1:Yes	No		Glyco_transf_34:1.34508e-107:[]:['transferase']
NP_010532.3 TRAPP subunit TRS23	55%	0:No	No		TRS23:5.98725e-57:['transport']:[]
NP_010533.1 putative serine/threonine protein kinase VHS1	55%	0:No	No	PS50011:36.541:[]:['enzyme']	STKc_Pat1_like:4.59925e-131:['export']:['transfer']
NP_010534.1 gluconokinase	0%	0:No	No		therm_gnt_kin:9.52815e-90:[]:[]
NP_010535.3 uncharacterized protein YDR249C	0%	0:No	No		
NP_010537.3 Pam1p	0%	0:No	No		CwlO1 superfamily:0.000493729:[]:[]
NP_010538.1 CCR4-NOT core subunit BTT1	0%	0:No	No	PS51151:11.601:[]:[]	NAC_BTF3:2.34784e-35:[]:[]
NP_010539.1 Met32p	0%	0:No	No	PS50157:12.279:[]:[]; PS50157:9.723:[]:[]	COG5048:4.42916e-09:[]:[]
NP_010540.3 Chl4p	0%	0:No	No		CENP-N:1.19697e-131:[]:[]
NP_010541.3 ubiquitin-protein ligase RMD5	0%	1:Yes	No	PS50897:12.044:[]:[]; PS51867:11.831:[]:['enzyme']	COG5109:0.0:[]:[]
NP_010542.1 catalase A	43%	0:No	No	PS51402:68.687:[]:['enzyme']	catalase_fungal:0.0:[]:['enzyme']
NP_010543.1 ribosomal lysine N-methyltransferase	0%	0:No	No	PS50280:14.854:[]:[]	SET_SETD6:1.24737e-99:[]:[]
NP_010544.3 chaperone ATPase HSP78	0%	0:No	No		chaperone_ClpB superfamily:0.0:[]:[]
NP_010545.3 Yap6p	0%	0:No	No		bZIP_1:2.42505e-09:[]:[]; Smc superfamily:3.4534e-06:[]:[]
NP_010546.1 Swm1p	0%	0:No	No		Apc13p:4.37356e-29:[]:[]
NP_010547.1 glucan exo-1,3-beta-glucosidase	55%	0:No	No		BglC:1.25625e-94:['transport']:[]
NP_010548.3 uncharacterized protein YDR262W	0%	0:No	No	PS50213:12.104:[]:[]	
NP_010549.3 exodeoxyribonuclease DIN7	0%	0:No	No		PIN_EXO1:3.15648e-109:[]:[]; H3TH_StructSpec-5'-nucleases superfamily:3.78243e-17:[]:[]
NP_010550.1 palmitoyltransferase AKR1	10%	5:Yes	No	PS50297:44.219:[]:[]; PS50088:10.953:[]:[]; PS50088:12.77:[]:[]; PS50088:9.992:[]:[]; PS50088:11.541:[]:[]; PS50216:20.784:[]:[]	COG5273:2.51185e-86:[]:[]; ANKYR:7.39164e-19:[]:[]
NP_010551.1 ubiquitin-protein ligase peroxin 10	0%	1:Yes	No	PS50089:13.109:[]:['enzyme']	PEX10:4.4475e-101:[]:[]
NP_010552.3 E3 ubiquitin-protein ligase HEL2	0%	0:No	No	PS50089:9.081:[]:['enzyme']	COG5236:0.0:[]:[]
NP_010553.3 iron-sulfur cluster assembly protein CIA1	15%	0:No	No	PS50294:37.413:['transport', 'uptake']:[]; PS50082:12.948:['transport', 'uptake']:[]; PS50082:14.452:['transport', 'uptake']:[]; PS50082:13.449:['transport', 'uptake']:[]; PS50082:10.208:['transport', 'uptake']:[]; PS50082:8.737:['transport', 'uptake']:[]	WD40:1.58864e-56:[]:[]
NP_010554.1 tryptophan--tRNA ligase MSW1	0%	0:No	No		trpS:3.82752e-140:[]:[]
NP_010556.1 Cu(2+)-transporting P-type ATPase CCC2	88%	8:Yes	No	PS50846:19.483:['transport']:[]; PS50846:20.108:['transport']:[]	P-type_ATPase_Cu-like:0.0:['transport']:[]; HMA:2.17844e-17:['transport']:['transfer']; HMA:3.00505e-17:['transport']:['transfer']
NP_010558.3 hydroxyacylglutathione hydrolase GLO2	31%	0:No	No		hydroxyacylglutathione_hydrolase_MBL-fold:3.63985e-67:[]:['enzyme']; HAGH_C:2.84741e-24:[]:[]
NP_010559.3 Don1p	0%	0:No	No	PS51140:13.884:['transport']:['enzyme']	CUE_Cue5p_like:3.2147e-17:[]:[]
NP_010561.1 Bsc2p	0%	1:Yes	No		
NP_010562.1 Pmp3p	20%	2:Yes	Yes		Pmp3:3.79881e-12:[]:[]
NP_010563.3 Mth1p	0%	0:No	No		STD1:2.58922e-87:[]:[]
NP_010565.3 Rnh202p	31%	0:No	No		RNase_H2-B:4.87467e-40:[]:['enzyme']
NP_010566.1 exosome non-catalytic core subunit RRP45	0%	0:No	No		RNase_PH_RRP45:2.8341e-143:[]:[]
NP_010567.1 Phm6p	0%	1:Yes	No		
NP_010568.3 Mrx10p	0%	0:No	No		Rmd1:1.86786e-132:[]:[]
NP_010569.3 serine/threonine-protein kinase GCN2	55%	0:No	No	PS50908:20.446:[]:[]; PS50011:19.962:[]:['enzyme']; PS50011:43.467:[]:['enzyme']	STKc_EIF2AK4_GCN2_rpt2:1.60002e-135:[]:['transfer']; HGTP_anticodon2:5.28913e-115:[]:[]; PK_eIF2AK_GCN2_rpt1:2.95622e-96:[]:[]; HisS:3.52996e-76:[]:[]; RWD:1.85912e-31:[]:[]
NP_010570.1 bifunctional diacylglycerol diphosphate phosphatase/phosphatidate phosphatase	10%	3:Yes	No		PAP2_containing_1_like:2.06337e-83:[]:[]
NP_010571.1 Zip1p	0%	0:No	No		SMC_prok_B superfamily:2.01179e-16:[]:[]; Smc superfamily:4.54221e-14:[]:[]
NP_010572.3 Mgp12p	0%	0:No	No		DUF836:2.91656e-22:[]:[]
NP_010573.3 inositol monophosphate 1-phosphatase INM2	0%	0:No	No		IMPase:4.21764e-113:[]:[]
NP_010574.1 Smc5-Smc6 complex subunit NSE3	0%	0:No	No		MAGE:1.40982e-51:[]:[]
NP_010575.1 Rtt103p	0%	0:No	No	PS51391:33.72:[]:[]	CID_Rtt103:2.56946e-64:[]:[]
NP_010577.3 ATP-dependent 3'-5' DNA helicase	7%	0:No	No	PS51192:18.922:[]:['enzyme']; PS51194:12.197:[]:['enzyme']	YprA:0.0:[]:[]
NP_010578.3 Signal recognition particle receptor subunit alpha	0%	0:No	No		SRalpha_C:6.4236e-110:[]:[]; SRX:8.10303e-86:[]:[]; SRP54_N:0.000976539:[]:[]
NP_010579.1 mRNA-binding translational repressor SSD1	0%	0:No	No		VacB:2.11042e-142:[]:[]
NP_010580.1 sphinganine-1-phosphate aldolase DPL1	55%	0:No	No		GadA:2.3747e-120:['transport']:[]
NP_010581.3 Hda2p	0%	0:No	No		HDA2-3 superfamily:6.54953e-56:[]:[]; sbcc superfamily:4.85667e-07:[]:[]
NP_010582.3 Mhr1p	0%	0:No	No		Mhr1:1.44608e-28:[]:[]
NP_010583.1 sphingosine hydroxylase	70%	4:Yes	No		ERG3:2.37516e-43:['transport']:[]
NP_010584.1 F1F0 ATP synthase subunit 5	20%	0:No	Yes		OSCP:1.56311e-48:[]:[]
NP_010585.3 rRNA-processing protein BFR2	55%	0:No	No		TRAUB:7.47052e-29:['transport']:[]; AATF-Che1:8.10968e-25:[]:[]
NP_010586.3 glutamate 5-kinase	55%	0:No	No	PS50890:14.45:[]:[]	ProB:2.03397e-180:['transport']:[]
NP_010587.1 cleavage/polyadenylation factor CFT1	0%	0:No	No		SFT1:0.0:[]:[]
NP_010588.1 mannose-ethanolamine phosphotransferase GPI11	10%	3:Yes	No		PIG-F superfamily:2.68838e-29:[]:[]
NP_010589.3 Rsc3p	0%	0:No	No	PS50048:11.261:[]:[]	GAL4:3.02756e-14:[]:[]
NP_010590.3 peptidylprolyl isomerase family protein CPR5	43%	0:No	No	PS50072:42.228:[]:['enzyme']	cyclophilin superfamily:7.56717e-88:[]:['enzyme']
NP_010591.1 bis(5'-adenosyl)-triphosphatase	0%	0:No	No	PS51084:21.562:[]:[]	FHIT:2.3721e-49:[]:[]
NP_010592.1 Pfu1p	0%	0:No	No		LRR_5 superfamily:0.00463086:[]:[]
NP_010593.3 putative dolichyl-phosphate-mannose--protein mannosyltransferase	46%	3:Yes	No	PS50919:11.613:[]:[]; PS50919:10.12:[]:[]; PS50919:4.98:[]:[]	PMT1:0.0:[]:['transferase']
NP_010594.3 Srb7p	0%	0:No	No		Med21:4.76679e-50:[]:[]
NP_010595.1 Gic2p	0%	0:No	No	PS50108:7.601:[]:[]	CRIB:2.54434e-05:[]:[]
NP_010596.1 Sum1p	0%	0:No	No		
NP_010597.3 TFIIH/NER complex subunit TFB1	0%	0:No	No	PS50858:9.702:[]:[]; PS50858:14.129:[]:[]	PH_TFIIH:3.53491e-18:[]:[]; BSD:5.19582e-11:[]:[]; BSD:5.4741e-05:[]:[]
NP_010598.3 rRNA-binding ribosome biosynthesis protein	0%	0:No	No	PS50833:33.034:[]:[]	Brix:1.48712e-40:[]:[]
NP_010599.1 phosphatidylinositol-3-phosphate-binding ubiquitin-protein ligase	0%	0:No	No	PS50178:12.677:['transport']:[]; PS50089:9.258:[]:['enzyme']	FYVE:9.15991e-20:[]:[]; mRING-CH-C4HC2H_ZNRF:2.17903e-14:[]:[]; RNF220 superfamily:0.000837679:[]:[]
NP_010600.1 Rad34p	0%	0:No	No		RAD4:0.0:[]:[]
NP_010601.3 inositol pentakisphosphate 2-kinase	20%	0:No	No		Ins_P5_2-kin superfamily:4.12687e-07:['channel', 'export']:['enzyme']
NP_010602.3 putative RNA methyltransferase	0%	1:Yes	No		Methyltransf_25:4.90247e-13:[]:[]
NP_010603.3 Him1p	0%	0:No	No		HIM1:1.57457e-92:[]:[]
NP_010604.4 Mcm21p	0%	0:No	No		CENP-O superfamily:4.95297e-10:[]:[]
NP_010605.1 Yft2p	20%	6:Yes	No		Scs3p superfamily:9.29844e-13:[]:[]
NP_010606.1 Swa2p	0%	0:No	No	PS50293:10.406:['transport', 'channel']:['transferase']	Ubiq-assoc:1.24262e-19:[]:[]; TPR:0.00182037:[]:[]
NP_010607.3 asparaginase ASP1	31%	0:No	No	PS51732:84.373:[]:[]	asnASE_II:0.0:[]:['enzyme']
NP_010608.1 mitochondrial 54S ribosomal protein YmL35	0%	0:No	No		PEBP_euk:4.58329e-31:[]:[]
NP_010609.1 F1F0 ATP synthase subunit e	0%	0:No	No		ATP-synt_E:5.72433e-13:[]:[]
NP_010610.3 Pep7p	61%	0:No	No	PS50178:9.756:['transport']:[]; PS50178:11.449:['transport']:[]	FYVE1_Vac1p_like:2.87298e-40:['transport']:[]; FYVE2_Vac1p_like:9.01125e-35:['transport']:[]; Rbsn:1.4628e-08:[]:[]
NP_010611.3 Utp4p	15%	0:No	No	PS50294:20.408:['transport', 'uptake']:[]; PS50082:8.67:['transport', 'uptake']:[]	WD40 superfamily:7.28573e-21:[]:[]; WD40 superfamily:1.30069e-05:[]:[]
NP_010612.2 condensin subunit YCG1	0%	0:No	No		YCG1:0.0:[]:[]
NP_010613.1 Ysp2p	11%	1:Yes	No	PS51778:43.988:[]:['transfer']; PS51778:45.372:[]:['transfer']	PH-GRAM_GRAMDC:6.82208e-49:[]:[]; DUF4782:9.39573e-47:[]:[]; DUF4782:1.05146e-44:[]:[]
NP_010615.3 SCF ubiquitin ligase subunit SKP1	0%	0:No	No		SKP1:4.73904e-84:[]:[]
NP_010616.3 Pex3p	0%	1:Yes	No		Peroxin-3:2.20167e-129:[]:[]
NP_010617.1 Ubx5p	0%	0:No	No	PS50033:19.684:[]:[]	UAS:6.89954e-50:[]:[]; UBX:1.01133e-18:[]:[]; UBA_Ubx5_like:5.88069e-18:[]:[]
NP_010618.1 GPI-anchor transamidase	0%	0:No	No		GPI8:0.0:[]:[]
NP_010619.3 double-stranded DNA-dependent ATPase	7%	0:No	No	PS51192:18.84:[]:['enzyme']; PS51194:12.446:[]:['enzyme']	SSL2:7.97745e-94:[]:[]
NP_010620.3 Rqc1p	0%	0:No	No		Tcf25:6.19056e-117:[]:[]
NP_010621.1 chromatin-remodeling protein SWR1	7%	0:No	No	PS51204:16.247:[]:[]; PS51192:27.347:[]:['enzyme']; PS51194:17.545:[]:['enzyme']	DEXQc_SRCAP:4.18414e-152:[]:[]; HepA:1.06469e-86:[]:[]; HSA superfamily:5.66802e-13:[]:[]
NP_010622.1 karyopherin MSN5	13%	0:No	No		CRM1 superfamily:3.00377e-06:['transport']:[]
NP_010623.3 Mrx8p	0%	0:No	No	PS51706:26.661:[]:[]	EngB:6.97813e-66:[]:[]
NP_010624.3 mitochondrial 37S ribosomal protein MRPS28	0%	0:No	No		Ribosomal_S15:2.62867e-32:[]:[]
NP_010625.1 uncharacterized protein YDR338C	20%	9:Yes	No		MATE_eukaryotic:4.99835e-165:[]:[]
NP_010626.1 rRNA-processing protein FCF1	0%	0:No	No		PIN_Fcf1-like:1.21364e-92:[]:[]
NP_010628.3 arginine--tRNA ligase	0%	0:No	No		argS:0.0:[]:[]
NP_010629.3 hexose transporter HXT7	39%	10:Yes	No	PS50850:46.704:['transport', 'channel', 'facilitator', 'symporter', 'uptake']:['transfer']	Sugar_tr:0.0:[]:[]
NP_010630.1 hexose transporter HXT6	39%	10:Yes	No	PS50850:46.704:['transport', 'channel', 'facilitator', 'symporter', 'uptake']:['transfer']	Sugar_tr:0.0:[]:[]
NP_010632.1 hexose transporter HXT3	39%	10:Yes	No	PS50850:47.788:['transport', 'channel', 'facilitator', 'symporter', 'uptake']:['transfer']	Sugar_tr:8.4491e-175:[]:[]
NP_010633.3 Svf1p	0%	0:No	No		Svf1_C:8.0535e-79:[]:[]; Svf1:2.03924e-73:[]:[]
NP_010634.3 mitochondrial 37S ribosomal protein MRP1	55%	0:No	No		SodA superfamily:3.56899e-37:['transport']:[]
NP_010635.1 Pal1p	0%	0:No	No		Pal1:8.87048e-70:[]:[]
NP_010636.1 putative aspartic endopeptidase	56%	0:No	Yes	PS51767:38.071:[]:[]	pepsin_retropepsin_like superfamily:7.6172e-31:[]:['enzyme']
NP_010637.4 Atp22p	0%	0:No	No		
NP_010638.3 Sbe2p	0%	0:No	No		SBE2 superfamily:0.0:[]:[]
NP_010639.1 Ypq2p	70%	5:Yes	No		PQ-loop:6.2539e-16:['transport']:[]; PQ-loop:1.01828e-12:['transport']:[]
NP_010640.1 thioredoxin-disulfide reductase TRR1	55%	0:No	No		TRX_reduct:3.39272e-156:['transport']:[]
NP_010641.3 anthranilate phosphoribosyltransferase	55%	0:No	No		TrpD:2.44072e-106:['transport']:[]
NP_010643.3 Spc110p	0%	0:No	No		SMC_prok_B superfamily:2.56327e-23:[]:[]; Spc110_C:1.25903e-20:[]:[]
NP_010644.1 Cnl1p	0%	0:No	No		
NP_010645.1 ubiquitin-binding protein	15%	0:No	No	PS50179:37.367:['transport']:[]; PS50909:27.437:[]:[]; PS50180:20.049:[]:[]	VHS_GGA_fungi:3.82981e-79:[]:[]; GAT_GGA_fungi:4.44672e-30:[]:[]; Alpha_adaptinC2:2.50322e-20:[]:[]; GGA_N-GAT superfamily:0.000917347:[]:[]
NP_010646.4 Eaf1p	0%	0:No	No	PS51204:16.853:[]:[]; PS50090:6.748:[]:[]	HSA:5.54399e-21:[]:[]; Myb_DNA-bind_6:1.06431e-05:[]:[]
NP_010648.3 protein-transporting protein BCP1	0%	0:No	No		BCIP:3.43851e-69:[]:[]
NP_010649.1 transcription factor TFIIIC subunit TFC6	0%	0:No	No		
NP_010650.1 Esc2p	0%	0:No	No	PS50053:8.546:[]:[]	Ubl_SLD2_Esc2_like:1.47632e-22:[]:[]; ATP-synt_B superfamily:0.00659175:[]:[]
NP_010651.3 proteasome regulatory particle lid subunit SEM1	55%	0:No	No		DSS1_Sem1:5.60117e-16:['export']:[]
NP_010652.3 Cdc40p	15%	0:No	No	PS50082:12.948:['transport', 'uptake']:[]; PS50294:30.005:['transport', 'uptake']:[]; PS50082:15.02:['transport', 'uptake']:[]; PS50082:13.416:['transport', 'uptake']:[]	WD40:9.85434e-40:[]:[]
NP_010653.1 pre-rRNA-processing protein ESF1	0%	0:No	No		COG5638:0.0:[]:[]
NP_010654.3 uncharacterized protein YDR366C	0%	2:Yes	No		
NP_010655.1 Kei1p	10%	4:Yes	No		Kei1:4.3007e-61:[]:[]
NP_010656.1 trifunctional aldehyde reductase/carbonyl reductase (NADPH)/glucose 1-dehydrogenase (NADP(+)) YPR1	0%	0:No	No		AKR_AKR3A1-2:0.0:[]:[]
NP_010657.3 Xrs2p	0%	0:No	No		FHA:5.15363e-13:[]:[]; PLN02156 superfamily:0.004483:[]:[]
NP_010658.3 Dxo1p	0%	0:No	No		
NP_010659.1 putative chitinase	55%	1:Yes	No	PS51910:58.713:[]:[]	ChiA:0.0:['transport']:[]
NP_010660.1 Vps74p	0%	0:No	No		GPP34:8.15901e-57:[]:[]
NP_010661.3 frequenin	0%	0:No	No	PS50222:13.202:[]:[]; PS50222:13.398:[]:[]; PS50222:12.923:[]:[]	FRQ1:1.17238e-46:[]:[]
NP_010662.3 mRNA-binding phosphate metabolism regulator	0%	0:No	No	PS50882:59.536:[]:[]	YTH:4.98143e-57:[]:[]
NP_010663.1 bifunctional AAA family ATPase chaperone/translocase BCS1	0%	1:Yes	No		HflB:8.4451e-117:[]:[]
NP_010664.3 NADPH-adrenodoxin reductase	0%	0:No	No		PLN02852 superfamily:1.73054e-93:[]:[]
NP_010665.3 F1F0 ATP synthase subunit f	31%	0:No	No		F1F0-ATPsyn_F:1.67346e-53:[]:['enzyme']
NP_010666.2 U4/U6-U5 snRNP complex subunit LSM6	20%	0:No	Yes		Sm_like superfamily:1.19008e-18:[]:[]
NP_010667.1 GTPase-activating protein RGA2	1%	0:No	No	PS50023:11.959:['transport']:[]; PS50238:41.867:[]:[]	RhoGAP:1.59945e-44:[]:[]; LIM1_Rga:1.53858e-26:[]:[]; LIM2_Rga:6.65396e-26:[]:[]
NP_010668.3 phenylpyruvate decarboxylase ARO10	55%	0:No	No		PDC1:0.0:['transport']:[]
NP_010669.1 RNA-binding protein YRA1	55%	0:No	No	PS50102:13.55:[]:[]	RRM_YRA1_MLO3:7.61124e-36:['transport', 'export']:[]; RRM:5.67076e-07:[]:[]
NP_010670.3 ribosomal protein P2B	20%	0:No	Yes		Ribosomal_P2:9.9493e-31:[]:[]
NP_010671.4 Nkp1p	0%	0:No	No		
NP_010672.1 putative ammonium permease ATO3	20%	6:Yes	No		SatP:6.45309e-73:[]:[]
NP_010673.1 elongation factor 2	0%	0:No	No	PS51722:55.602:[]:[]	PTZ00416:0.0:[]:[]
NP_010674.3 Mus81p	0%	0:No	No		MUS81:3.76902e-77:[]:[]; WH_MUS81:1.52045e-35:[]:[]
NP_010675.3 Cin10p	100%	12:Yes	No	PS50850:42.684:['transport', 'channel', 'facilitator', 'symporter', 'uptake']:['transfer']	MFS_HMIT_like:9.14587e-152:['transport', 'facilitator', 'symporter', 'carrier']:[]
NP_010676.1 amphiphysin	40%	0:No	Yes	PS51021:28.596:[]:[]; PS50002:25.427:['channel']:[]	BAR_Rvs167p:7.6228e-80:[]:[]; SH3 superfamily:1.014e-19:[]:[]
NP_010677.1 GTPase-activating protein SAC7	0%	0:No	No	PS50238:32.458:[]:[]	RhoGAP_fSAC7_BAG7:7.72562e-121:[]:[]
NP_010678.3 E1 ubiquitin-activating protein UBA2	31%	0:No	No		Uba2_SUMO:0.0:['transport']:['transfer', 'enzyme']; UBA_e1_thiolCys superfamily:0.000547923:[]:['enzyme']; UAE_UbL superfamily:0.00165071:[]:['transfer', 'enzyme']
NP_010679.3 uncharacterized protein YDR391C	0%	0:No	No		
NP_010680.1 transcriptional regulator SPT3	0%	0:No	No		TFIID-18kDa:7.69125e-42:[]:[]
NP_010681.1 She9p	0%	1:Yes	No		She9_MDM33:6.69974e-126:[]:[]
NP_010682.3 proteasome regulatory particle base subunit RPT3	20%	0:No	Yes		PTZ00454 superfamily:0.0:[]:[]
NP_010683.3 Sxm1p	75%	0:No	No	PS50166:26.243:['transport', 'channel', 'import', 'export']:[]	SXM1:0.0:['import']:[]
NP_010685.1 negative cofactor 2 transcription regulator complex subunit NCB2	0%	0:No	No		COG5150:2.77269e-66:[]:[]
NP_010686.1 Utp5p	0%	0:No	No		Utp12:1.1104e-29:[]:[]; WD40 superfamily:6.14275e-06:[]:[]
NP_010687.3 hypoxanthine phosphoribosyltransferase	55%	0:No	No		Hpt1:3.70275e-40:['transport']:[]
NP_010688.4 trifunctional uridine nucleosidase/nicotinamide riboside hydrolase/nicotinic acid riboside hydrolase	0%	0:No	No		nuc_hydro_IU_UC_XIUA:3.77517e-138:[]:[]
NP_010690.1 putative cytochrome P450	55%	1:Yes	No		CYP56-like:1.84777e-172:['channel']:[]
NP_010691.1 Dit1p	55%	0:No	No		Dit1:0.0:['transport']:[]
NP_010692.3 DNA-directed RNA polymerase II subunit RPB7	0%	0:No	No		RPB7:4.07087e-67:[]:[]
NP_010693.3 mitochondrial 54S ribosomal protein YmL41	0%	0:No	No		Ribosomal_L23:7.71949e-10:[]:[]
NP_010694.1 ATP-binding cassette multidrug transporter PDR15	86%	12:Yes	No	PS50893:11.998:['transport', 'channel', 'import', 'export', 'exporter', 'uptake']:[]; PS50893:13.899:['transport', 'channel', 'import', 'export', 'exporter', 'uptake']:[]	3a01205:0.0:['transport']:[]; ABC_trans_N:1.52718e-16:[]:[]
NP_010695.1 Trs120p	55%	0:No	No		TRAPPC9-Trs120:0.0:['transport']:[]
NP_010696.3 phosphoribosylglycinamide formyltransferase	43%	0:No	No		Formyl_trans_N:5.2302e-70:[]:['transfer']
NP_010697.3 SUMO ligase SIZ1	43%	0:No	No	PS50800:10.885:[]:[]; PS51466:55.99:[]:[]; PS51044:41.352:[]:['enzyme']	PINIT:8.02749e-42:[]:[]; SP-RING_ScSiz_like:1.76812e-27:[]:['enzyme']; SAP:4.09806e-08:[]:[]
NP_010698.1 protein-S-isoprenylcysteine carboxyl O-methyltransferase	26%	4:Yes	No	PS51564:28.951:[]:['transfer']	STE14:6.82157e-42:[]:[]
NP_010699.1 Dfm1p	10%	4:Yes	No		COG5291:1.03989e-166:[]:[]
NP_010700.3 Rrp17p	55%	0:No	No		Nop25:8.3187e-32:['export']:[]
NP_010702.4 Erd1p	24%	3:Yes	No	PS51380:16.362:['transport']:[]	EXS superfamily:1.89279e-119:[]:[]
NP_010703.1 putative aminopeptidase	31%	0:No	No		M28_AAP:1.1608e-166:[]:['enzyme']
NP_010704.1 mRNA splicing protein SYF1	0%	0:No	No		RNA14 superfamily:9.11678e-05:[]:[]
NP_010706.3 ribosomal 60S subunit protein L12B	20%	0:No	Yes		PLN03072:7.72051e-84:[]:[]
NP_010707.3 DNA-directed DNA polymerase eta	0%	0:No	No	PS50173:20.875:[]:[]; PS51907:15.428:[]:[]	PolY_Pol_eta:1.84578e-166:[]:[]
NP_010708.1 Hkr1p	20%	1:Yes	Yes		PHA03307 superfamily:9.49784e-17:[]:[]
NP_010709.1 Aro80p	0%	0:No	No	PS50048:10.502:[]:[]	GAL4:4.56173e-11:[]:[]; fungal_TF_MHR:9.7466e-07:[]:[]
